model_type,policy,oracle_non_deployable,repetition,query_budget,total,positive,negative,auroc,macro_f1,accuracy,sensitivity,specificity,brier,ece,tp,tn,fp,fn,threshold,query_precision,mean_errors_corrected,mean_concepts_queried,diagnosis_change_rate,diagnosis_improvement_rate,diagnosis_harm_rate,queries,errors_corrected,originally_wrong,originally_right,diagnoses_improved,diagnoses_harmed
soft,random_error_oracle,1,95,4,658,198,460,0.8884936319718928,0.7586680717414662,0.78419452887538,0.7626262626262627,0.7934782608695652,0.13127917425532154,0.08614328073714109,151,365,95,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26443768996960487,0.635593220338983,0.18333333333333332,950,950,118,540,75,99
soft,random_error_oracle,1,95,5,658,198,460,0.8868686868686868,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13241385066313913,0.09025836359871217,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,95,6,658,198,460,0.8863855950812471,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13269821801204643,0.09034770361418558,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,95,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,96,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,96,1,658,198,460,0.8752635046113306,0.7689472592797401,0.8069908814589666,0.6666666666666666,0.8673913043478261,0.12885100566194582,0.05144174425893129,132,399,61,66,0.5,1.0,0.7112462006079028,0.7112462006079028,0.135258358662614,0.3389830508474576,0.09074074074074075,468,468,118,540,40,49
soft,random_error_oracle,1,96,2,658,198,460,0.8826416337285903,0.756182937693648,0.7857142857142857,0.7272727272727273,0.8108695652173913,0.1319111403870867,0.0752989596397464,144,373,87,54,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22036474164133737,0.5169491525423728,0.15555555555555556,753,753,118,540,61,84
soft,random_error_oracle,1,96,3,658,198,460,0.8895696091348265,0.764414694894147,0.790273556231003,0.7626262626262627,0.8021739130434783,0.12995036980813032,0.08028732064509973,151,369,91,47,0.5,1.0,1.3632218844984803,1.3632218844984803,0.2553191489361702,0.6271186440677966,0.17407407407407408,897,897,118,540,74,94
soft,random_error_oracle,1,96,4,658,198,460,0.8886253842775581,0.7586680717414662,0.78419452887538,0.7626262626262627,0.7934782608695652,0.13114976888096833,0.08659361483955026,151,365,95,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26443768996960487,0.635593220338983,0.18333333333333332,950,950,118,540,75,99
soft,random_error_oracle,1,96,5,658,198,460,0.8886144049187528,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.1314747787313759,0.09194751691188725,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,96,6,658,198,460,0.8867808519982433,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.132435131912625,0.08996799949141948,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,96,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,97,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,97,1,658,198,460,0.8688515590689504,0.7572811257804155,0.7963525835866262,0.6565656565656566,0.8565217391304348,0.13088557742901022,0.04957714299025186,130,394,66,68,0.5,1.0,0.7112462006079028,0.7112462006079028,0.1337386018237082,0.3050847457627119,0.0962962962962963,468,468,118,540,36,52
soft,random_error_oracle,1,97,2,658,198,460,0.8779644268774703,0.7368443209564705,0.7689969604863222,0.696969696969697,0.8,0.1343595013931432,0.08932435870993523,138,368,92,60,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22492401215805471,0.4830508474576271,0.1685185185185185,753,753,118,540,57,91
soft,random_error_oracle,1,97,3,658,198,460,0.8778656126482214,0.7470504005469627,0.7735562310030395,0.7474747474747475,0.7847826086956522,0.13772968984038245,0.09466512952103667,148,361,99,50,0.5,1.0,1.3632218844984803,1.3632218844984803,0.25987841945288753,0.5932203389830508,0.18703703703703703,897,897,118,540,70,101
soft,random_error_oracle,1,97,4,658,198,460,0.8868796662274924,0.7572362904578231,0.7826747720364742,0.7626262626262627,0.7913043478260869,0.13204020283701876,0.08640788219104735,151,364,96,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,97,5,658,198,460,0.8865502854633289,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13260823026155935,0.0903609229844705,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,97,6,658,198,460,0.8863855950812471,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13269821801204643,0.09034770361418558,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,97,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,98,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,98,1,658,198,460,0.8648221343873518,0.7499552932761088,0.7933130699088146,0.6262626262626263,0.8652173913043478,0.13244486463917576,0.06554006807606076,124,398,62,74,0.5,1.0,0.7112462006079028,0.7112462006079028,0.1276595744680851,0.2796610169491525,0.09444444444444444,468,468,118,540,33,51
soft,random_error_oracle,1,98,2,658,198,460,0.872485726833553,0.7326149933802614,0.7644376899696048,0.696969696969697,0.7934782608695652,0.13726171832795564,0.08638716062459285,138,365,95,60,0.5,1.0,1.1443768996960486,1.1443768996960486,0.23252279635258358,0.4915254237288136,0.17592592592592593,753,753,118,540,58,95
soft,random_error_oracle,1,98,3,658,198,460,0.8877250768555116,0.7581308178966006,0.78419452887538,0.7575757575757576,0.7956521739130434,0.13190688148761723,0.08835783733307977,150,366,94,48,0.5,1.0,1.3632218844984803,1.3632218844984803,0.2553191489361702,0.6101694915254238,0.17777777777777778,897,897,118,540,72,96
soft,random_error_oracle,1,98,4,658,198,460,0.8900197628458497,0.7601017740646793,0.7857142857142857,0.7626262626262627,0.7956521739130434,0.13030508466005444,0.08599200975081897,151,366,94,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.2629179331306991,0.635593220338983,0.1814814814814815,950,950,118,540,75,98
soft,random_error_oracle,1,98,5,658,198,460,0.8861220904699166,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.1324631829000767,0.08960627417096297,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,98,6,658,198,460,0.8865393061045235,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13257179033593056,0.09028129529181703,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,98,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,99,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,99,1,658,198,460,0.8734519104084322,0.7594949327130753,0.7993920972644377,0.6515151515151515,0.8630434782608696,0.1298969110078465,0.05474123189290373,129,397,63,69,0.5,1.0,0.7112462006079028,0.7112462006079028,0.13069908814589665,0.3050847457627119,0.09259259259259259,468,468,118,540,36,50
soft,random_error_oracle,1,99,2,658,198,460,0.8817083882301273,0.7509020778897598,0.7826747720364742,0.7070707070707071,0.8152173913043478,0.1316551592504501,0.079965822329194,140,375,85,58,0.5,1.0,1.1443768996960486,1.1443768996960486,0.20820668693009117,0.4745762711864407,0.15,753,753,118,540,56,81
soft,random_error_oracle,1,99,3,658,198,460,0.888274044795784,0.7579083330071628,0.7857142857142857,0.7424242424242424,0.8043478260869565,0.1303602734362709,0.08436683315739799,147,370,90,51,0.5,1.0,1.3632218844984803,1.3632218844984803,0.24772036474164133,0.5932203389830508,0.17222222222222222,897,897,118,540,70,93
soft,random_error_oracle,1,99,4,658,198,460,0.8882411067193675,0.7566989623492847,0.7826747720364742,0.7575757575757576,0.7934782608695652,0.13113581152489096,0.08459510185642327,150,365,95,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
