model_type,policy,oracle_non_deployable,repetition,query_budget,total,positive,negative,auroc,macro_f1,accuracy,sensitivity,specificity,brier,ece,tp,tn,fp,fn,threshold,query_precision,mean_errors_corrected,mean_concepts_queried,diagnosis_change_rate,diagnosis_improvement_rate,diagnosis_harm_rate,queries,errors_corrected,originally_wrong,originally_right,diagnoses_improved,diagnoses_harmed
soft,random_error_oracle,1,35,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,36,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,36,1,658,198,460,0.8783487044356609,0.7724308300395257,0.8085106382978723,0.6818181818181818,0.8630434782608696,0.12821789511527945,0.04883658940226893,135,397,63,63,0.5,1.0,0.7112462006079028,0.7112462006079028,0.14285714285714285,0.3644067796610169,0.09444444444444444,468,468,118,540,43,51
soft,random_error_oracle,1,36,2,658,198,460,0.8732652613087396,0.7350929733015068,0.7644376899696048,0.7171717171717171,0.7847826086956522,0.13766273504379103,0.08377284048502914,142,361,99,56,0.5,1.0,1.1443768996960486,1.1443768996960486,0.23860182370820668,0.5084745762711864,0.17962962962962964,753,753,118,540,60,97
soft,random_error_oracle,1,36,3,658,198,460,0.8831686429512516,0.7556019044007449,0.7826747720364742,0.7474747474747475,0.7978260869565217,0.13352484991351835,0.08720330218626555,148,367,93,50,0.5,1.0,1.3632218844984803,1.3632218844984803,0.256838905775076,0.6101694915254238,0.17962962962962964,897,897,118,540,72,97
soft,random_error_oracle,1,36,4,658,198,460,0.8871651295564339,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13220644657523478,0.09002810156905638,150,363,97,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.2689969604863222,0.635593220338983,0.18888888888888888,950,950,118,540,75,102
soft,random_error_oracle,1,36,5,658,198,460,0.8880873956960913,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13169856056149623,0.08959339214080222,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,36,6,658,198,460,0.8870772946859902,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13230404408262497,0.08989135458020613,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,36,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,37,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,37,1,658,198,460,0.862659200702679,0.7536626151196746,0.7948328267477204,0.6414141414141414,0.8608695652173913,0.13483953475255195,0.05621124925424556,127,396,64,71,0.5,1.0,0.7112462006079028,0.7112462006079028,0.12310030395136778,0.2711864406779661,0.09074074074074075,468,468,118,540,32,49
soft,random_error_oracle,1,37,2,658,198,460,0.8836627140974967,0.7470150834730436,0.776595744680851,0.7222222222222222,0.8,0.1315057260598309,0.0847599605917401,143,368,92,55,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22340425531914893,0.5,0.16296296296296298,753,753,118,540,59,88
soft,random_error_oracle,1,37,3,658,198,460,0.8867039964866053,0.7570339397343485,0.78419452887538,0.7474747474747475,0.8,0.13215581942128918,0.08582291260782228,148,368,92,50,0.5,1.0,1.3632218844984803,1.3632218844984803,0.2553191489361702,0.6101694915254238,0.17777777777777778,897,897,118,540,72,96
soft,random_error_oracle,1,37,4,658,198,460,0.8898221343873517,0.7586680717414662,0.78419452887538,0.7626262626262627,0.7934782608695652,0.13054481028407894,0.08711959732918144,151,365,95,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26443768996960487,0.635593220338983,0.18333333333333332,950,950,118,540,75,99
soft,random_error_oracle,1,37,5,658,198,460,0.885935441370224,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.1325517127422918,0.08965645059803518,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,37,6,658,198,460,0.8869565217391304,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13235132717029552,0.08991952558886733,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,37,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,38,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,38,1,658,198,460,0.8688735177865613,0.7573120578586423,0.7978723404255319,0.6464646464646465,0.8630434782608696,0.13187225750580597,0.0485016644534401,128,397,63,70,0.5,1.0,0.7112462006079028,0.7112462006079028,0.12613981762917933,0.288135593220339,0.09074074074074075,468,468,118,540,34,49
soft,random_error_oracle,1,38,2,658,198,460,0.8753732981993853,0.7427402337264479,0.7781155015197568,0.6767676767676768,0.8217391304347826,0.13440707242572045,0.07948603620590225,134,378,82,64,0.5,1.0,1.1443768996960486,1.1443768996960486,0.2066869300911854,0.4576271186440678,0.15185185185185185,753,753,118,540,54,82
soft,random_error_oracle,1,38,3,658,198,460,0.8895696091348265,0.7667639699749791,0.7933130699088146,0.7575757575757576,0.808695652173913,0.1294541754498552,0.07996281397301715,150,372,88,48,0.5,1.0,1.3632218844984803,1.3632218844984803,0.24924012158054712,0.6186440677966102,0.1685185185185185,897,897,118,540,73,91
soft,random_error_oracle,1,38,4,658,198,460,0.8893500219587176,0.7581308178966006,0.78419452887538,0.7575757575757576,0.7956521739130434,0.1306628548590346,0.08556532227929924,150,366,94,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26443768996960487,0.635593220338983,0.18333333333333332,950,950,118,540,75,99
soft,random_error_oracle,1,38,5,658,198,460,0.8879336846728151,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13178082570807423,0.08984165672631411,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,38,6,658,198,460,0.8870772946859902,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13230404408262497,0.08989135458020613,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,38,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,39,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,39,1,658,198,460,0.8843434343434343,0.7688186209925341,0.8054711246200608,0.6767676767676768,0.8608695652173913,0.1243979961893802,0.06187987125724329,134,396,64,64,0.5,1.0,0.7112462006079028,0.7112462006079028,0.1398176291793313,0.3474576271186441,0.09444444444444444,468,468,118,540,41,51
soft,random_error_oracle,1,39,2,658,198,460,0.886231884057971,0.756182937693648,0.7857142857142857,0.7272727272727273,0.8108695652173913,0.1300749891166461,0.08278645295165717,144,373,87,54,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22644376899696048,0.5338983050847458,0.15925925925925927,753,753,118,540,63,86
soft,random_error_oracle,1,39,3,658,198,460,0.8872639437856829,0.7556019044007449,0.7826747720364742,0.7474747474747475,0.7978260869565217,0.13123768612007086,0.09126547725097128,148,367,93,50,0.5,1.0,1.3632218844984803,1.3632218844984803,0.256838905775076,0.6101694915254238,0.17962962962962964,897,897,118,540,72,97
soft,random_error_oracle,1,39,4,658,198,460,0.8872310057092665,0.7566989623492847,0.7826747720364742,0.7575757575757576,0.7934782608695652,0.13184572436414166,0.08425786168103701,150,365,95,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,39,5,658,198,460,0.8870772946859903,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.1322591724975734,0.08993457795529751,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,39,6,658,198,460,0.8869565217391304,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13235132717029552,0.08991952558886733,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,39,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,40,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,40,1,658,198,460,0.8797211242863416,0.767564244846644,0.8069908814589666,0.6565656565656566,0.8717391304347826,0.12649356778645196,0.05389302402678299,130,401,59,68,0.5,1.0,0.7112462006079028,0.7112462006079028,0.1413373860182371,0.3559322033898305,0.09444444444444444,468,468,118,540,42,51
soft,random_error_oracle,1,40,2,658,198,460,0.8712011418533159,0.7363075412359505,0.770516717325228,0.6818181818181818,0.808695652173913,0.13736424609343886,0.07435368159749513,135,372,88,63,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22036474164133737,0.4745762711864407,0.1648148148148148,753,753,118,540,56,89
soft,random_error_oracle,1,40,3,658,198,460,0.8847496706192358,0.7561541950113378,0.7826747720364742,0.7525252525252525,0.7956521739130434,0.13265815266010533,0.08723214645443007,149,366,94,49,0.5,1.0,1.3632218844984803,1.3632218844984803,0.256838905775076,0.6101694915254238,0.17962962962962964,897,897,118,540,72,97
soft,random_error_oracle,1,40,4,658,198,460,0.887834870443566,0.7581308178966006,0.78419452887538,0.7575757575757576,0.7956521739130434,0.13142562567746802,0.08274321826691916,150,366,94,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26443768996960487,0.635593220338983,0.18333333333333332,950,950,118,540,75,99
soft,random_error_oracle,1,40,5,658,198,460,0.8861111111111111,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13246998264876467,0.08961212206259858,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,40,6,658,198,460,0.8869565217391304,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13235132717029552,0.08991952558886733,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,40,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,41,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,41,1,658,198,460,0.8582894158981116,0.7500131723807067,0.7917933130699089,0.6363636363636364,0.8586956521739131,0.13550134452729637,0.06989258734769199,126,395,65,72,0.5,1.0,0.7112462006079028,0.7112462006079028,0.13221884498480244,0.288135593220339,0.09814814814814815,468,468,118,540,34,53
soft,random_error_oracle,1,41,2,658,198,460,0.873375054896794,0.7391410775243918,0.7735562310030395,0.6818181818181818,0.8130434782608695,0.1356818873869877,0.07389808945897183,135,374,86,63,0.5,1.0,1.1443768996960486,1.1443768996960486,0.21124620060790272,0.4576271186440678,0.1574074074074074,753,753,118,540,54,85
soft,random_error_oracle,1,41,3,658,198,460,0.8888449714536671,0.7618939766689317,0.7887537993920972,0.7525252525252525,0.8043478260869565,0.13031624593145708,0.08276458349300093,149,370,90,49,0.5,1.0,1.3632218844984803,1.3632218844984803,0.25379939209726443,0.6186440677966102,0.17407407407407408,897,897,118,540,73,94
soft,random_error_oracle,1,41,4,658,198,460,0.8879995608256478,0.7572362904578231,0.7826747720364742,0.7626262626262627,0.7913043478260869,0.1316503577051916,0.08843367467794933,151,364,96,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,41,5,658,198,460,0.888350900307422,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13161698417050266,0.0920336637867983,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,41,6,658,198,460,0.8867808519982433,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.132435131912625,0.08996799949141948,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,41,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,42,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,42,1,658,198,460,0.8680390865173474,0.7565830280677452,0.7978723404255319,0.6414141414141414,0.8652173913043478,0.13224839527727963,0.04963464606295839,127,398,62,71,0.5,1.0,0.7112462006079028,0.7112462006079028,0.135258358662614,0.3135593220338983,0.0962962962962963,468,468,118,540,37,52
soft,random_error_oracle,1,42,2,658,198,460,0.8897672375933245,0.7596413357405465,0.7887537993920972,0.7323232323232324,0.8130434782608695,0.12825893605185554,0.0825856778346285,145,374,86,53,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22036474164133737,0.5254237288135594,0.1537037037037037,753,753,118,540,62,83
soft,random_error_oracle,1,42,3,658,198,460,0.8898660518225735,0.761000415110004,0.7872340425531915,0.7575757575757576,0.8,0.13019004498254655,0.08991318046287226,150,368,92,48,0.5,1.0,1.3632218844984803,1.3632218844984803,0.2553191489361702,0.6186440677966102,0.17592592592592593,897,897,118,540,73,95
soft,random_error_oracle,1,42,4,658,198,460,0.8898880105401844,0.7601017740646793,0.7857142857142857,0.7626262626262627,0.7956521739130434,0.13054567539248846,0.08530892597336014,151,366,94,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.2629179331306991,0.635593220338983,0.1814814814814815,950,950,118,540,75,98
soft,random_error_oracle,1,42,5,658,198,460,0.8869565217391304,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13236655470486358,0.09023253060555847,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,42,6,658,198,460,0.8865063680281071,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.1326078385059408,0.09030054396180683,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,42,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,43,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,43,1,658,198,460,0.8815436978480456,0.7681491350738299,0.8054711246200608,0.6717171717171717,0.8630434782608696,0.12612440150354515,0.05446799642881689,133,397,63,65,0.5,1.0,0.7112462006079028,0.7112462006079028,0.1398176291793313,0.3474576271186441,0.09444444444444444,468,468,118,540,41,51
soft,random_error_oracle,1,43,2,658,198,460,0.8791611769872639,0.7410919654056909,0.7735562310030395,0.696969696969697,0.8065217391304348,0.13307706571179131,0.08336989509036535,138,371,89,60,0.5,1.0,1.1443768996960486,1.1443768996960486,0.21124620060790272,0.4576271186440678,0.1574074074074074,753,753,118,540,54,85
soft,random_error_oracle,1,43,3,658,198,460,0.8843873517786562,0.7606315870947769,0.7857142857142857,0.7676767676767676,0.7934782608695652,0.133587924073238,0.08287786272338968,152,365,95,46,0.5,1.0,1.3632218844984803,1.3632218844984803,0.25987841945288753,0.6271186440677966,0.17962962962962964,897,897,118,540,74,97
soft,random_error_oracle,1,43,4,658,198,460,0.888866930171278,0.7566989623492847,0.7826747720364742,0.7575757575757576,0.7934782608695652,0.1310816817793614,0.08634725585434384,150,365,95,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,43,5,658,198,460,0.8879666227492314,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.1318184302176092,0.08989223183349997,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,43,6,658,198,460,0.8870663153271849,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13231563272604865,0.08989831691980435,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,43,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,44,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,44,1,658,198,460,0.8747804128238911,0.7617137444983008,0.8024316109422492,0.6464646464646465,0.8695652173913043,0.12856761577833423,0.049093158624397434,128,400,60,70,0.5,1.0,0.7112462006079028,0.7112462006079028,0.12462006079027356,0.2966101694915254,0.08703703703703704,468,468,118,540,35,47
soft,random_error_oracle,1,44,2,658,198,460,0.8779314888010541,0.7396739990504827,0.7720364741641338,0.696969696969697,0.8043478260869565,0.13432297448945094,0.08756207407693599,138,370,90,60,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22492401215805471,0.4915254237288136,0.16666666666666666,753,753,118,540,58,90
soft,random_error_oracle,1,44,3,658,198,460,0.8831357048748353,0.756474145120934,0.78419452887538,0.7424242424242424,0.8021739130434783,0.13313534838999658,0.08283308073005083,147,369,91,51,0.5,1.0,1.3632218844984803,1.3632218844984803,0.24924012158054712,0.5932203389830508,0.17407407407407408,897,897,118,540,70,94
soft,random_error_oracle,1,44,4,658,198,460,0.8880324989020641,0.7566989623492847,0.7826747720364742,0.7575757575757576,0.7934782608695652,0.13140719392162428,0.08753615571918809,150,365,95,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,44,5,658,198,460,0.8876262626262625,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13200267871680715,0.0920163917879051,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,44,6,658,198,460,0.8865393061045235,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13257179033593056,0.09028129529181703,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,44,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,45,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,45,1,658,198,460,0.8676877470355732,0.7522065998708064,0.7917933130699089,0.6515151515151515,0.8521739130434782,0.13219713438755895,0.06603726271157719,129,392,68,69,0.5,1.0,0.7112462006079028,0.7112462006079028,0.13829787234042554,0.3050847457627119,0.10185185185185185,468,468,118,540,36,55
soft,random_error_oracle,1,45,2,658,198,460,0.8761747913921827,0.7492661415998507,0.7796352583586627,0.7171717171717171,0.8065217391304348,0.1352255790916596,0.07555944766255654,142,371,89,56,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22036474164133737,0.5,0.15925925925925927,753,753,118,540,59,86
soft,random_error_oracle,1,45,3,658,198,460,0.8888010540184454,0.7595646258503401,0.7857142857142857,0.7575757575757576,0.7978260869565217,0.13080341793190925,0.0932577161805644,150,367,93,48,0.5,1.0,1.3632218844984803,1.3632218844984803,0.25379939209726443,0.6101694915254238,0.17592592592592593,897,897,118,540,72,95
soft,random_error_oracle,1,45,4,658,198,460,0.8883618796662275,0.7572362904578231,0.7826747720364742,0.7626262626262627,0.7913043478260869,0.1314327388813168,0.08842891089199426,151,364,96,47,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,45,5,658,198,460,0.8870992534036012,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13227801541566736,0.08993264943728801,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,45,6,658,198,460,0.8870772946859902,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13230404408262497,0.08989135458020613,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,45,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
soft,random_error_oracle,1,46,0,658,198,460,0.8635375494071147,0.772002772002772,0.8206686930091185,0.5959595959595959,0.9173913043478261,0.12792545989565157,0.02485381406775575,118,422,38,80,0.5,,0.0,0.0,0.0,0.0,0.0,0,0,118,540,0,0
soft,random_error_oracle,1,46,1,658,198,460,0.8796881862099253,0.7668587052045699,0.8069908814589666,0.6515151515151515,0.8739130434782608,0.1266880961815394,0.05445138903995072,129,402,58,69,0.5,1.0,0.7112462006079028,0.7112462006079028,0.12310030395136778,0.3050847457627119,0.08333333333333333,468,468,118,540,36,45
soft,random_error_oracle,1,46,2,658,198,460,0.8840030742204655,0.7439343038447181,0.776595744680851,0.696969696969697,0.8108695652173913,0.1308498546950856,0.0838649423501293,138,373,87,60,0.5,1.0,1.1443768996960486,1.1443768996960486,0.22036474164133737,0.4915254237288136,0.16111111111111112,753,753,118,540,58,87
soft,random_error_oracle,1,46,3,658,198,460,0.8838274044795784,0.7570339397343485,0.78419452887538,0.7474747474747475,0.8,0.1328774103970068,0.08216838934480745,148,368,92,50,0.5,1.0,1.3632218844984803,1.3632218844984803,0.25227963525835867,0.6016949152542372,0.17592592592592593,897,897,118,540,71,95
soft,random_error_oracle,1,46,4,658,198,460,0.8870553359683795,0.7566989623492847,0.7826747720364742,0.7575757575757576,0.7934782608695652,0.1320631948799963,0.08692878890405636,150,365,95,48,0.5,1.0,1.4437689969604863,1.4437689969604863,0.26595744680851063,0.635593220338983,0.18518518518518517,950,950,118,540,75,100
soft,random_error_oracle,1,46,5,658,198,460,0.8873627580149319,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13208221800784745,0.0898364362524008,150,363,97,48,0.5,1.0,1.4635258358662615,1.4635258358662615,0.2689969604863222,0.635593220338983,0.18888888888888888,963,963,118,540,75,102
soft,random_error_oracle,1,46,6,658,198,460,0.8865393061045235,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13257179033593056,0.09028129529181703,150,363,97,48,0.5,1.0,1.4680851063829787,1.4680851063829787,0.2689969604863222,0.635593220338983,0.18888888888888888,966,966,118,540,75,102
soft,random_error_oracle,1,46,7,658,198,460,0.886528326745718,0.7538409938208697,0.7796352583586627,0.7575757575757576,0.7891304347826087,0.13258977388471305,0.09029093052665495,150,363,97,48,0.5,1.0,1.4696048632218845,1.4696048632218845,0.2689969604863222,0.635593220338983,0.18888888888888888,967,967,118,540,75,102
