model,mean_probability,mean_probability_melanoma,mean_probability_benign,fraction_positive,fraction_melanoma_positive,fraction_benign_positive,minimum_probability,maximum_probability
joint_soft,0.5379547176933579,0.5776211006773843,0.5208809267567551,0.9042553191489362,0.9797979797979798,0.8717391304347826,0.4694463312625885,0.6542374491691589
joint_hard_ste,0.547157607814099,0.6055265172864451,0.5220335989542629,0.9316109422492401,0.9696969696969697,0.9152173913043479,0.4486202001571655,0.7040814757347107
